Tag Name,Song Name,Artist Name,Genre
rock,Smells Like Teen Spirit,Nirvana,ROCK
rock,Mr. Brightside,The Killers,ROCK
rock,Come as You Are,Nirvana,ROCK
rock,Creep,Radiohead,ROCK
rock,Feel Good Inc.,Gorillaz,ELECTRONIC
rock,Yellow,Coldplay,ROCK
rock,Viva la Vida,Coldplay,ROCK
rock,Karma Police,Radiohead,ROCK
rock,Wonderwall,Oasis,ROCK
rock,Take Me Out,Franz Ferdinand,ROCK
rock,Californication,Red Hot Chili Peppers,ROCK
rock,The Scientist,Coldplay,ROCK
rock,Seven Nation Army,The White Stripes,ROCK
rock,Somebody Told Me,The Killers,ROCK
rock,Chop Suey!,System of a Down,METAL
rock,Under the Bridge,Red Hot Chili Peppers,ROCK
rock,Clocks,Coldplay,ROCK
rock,In the End,Linkin Park,ROCK
rock,No Surprises,Radiohead,ROCK
rock,Everlong,Foo Fighters,ROCK
rock,Sex on Fire,Kings of Leon,ROCK
rock,Lithium,Nirvana,ROCK
rock,Fix You,Coldplay,ROCK
rock,Sweet Child o' Mine,Guns N' Roses,ROCK
rock,Numb,Linkin Park,ROCK
electronic,Feel Good Inc.,Gorillaz,ELECTRONIC
electronic,Poker Face,Lady Gaga,POP
electronic,Kids,MGMT,ELECTRONIC
electronic,Stronger,Kanye West,HIP-HOP
electronic,Electric Feel,MGMT,ELECTRONIC
electronic,Bad Romance,Lady Gaga,POP
electronic,Clint Eastwood,Gorillaz,ELECTRONIC
electronic,Paranoid Android,Radiohead,ROCK
electronic,Somebody That I Used To Know,Gotye,ELECTRONIC
electronic,Time to Pretend,MGMT,ELECTRONIC
electronic,Just Dance,Lady Gaga,POP
electronic,Paper Planes,M.I.A.,HIP-HOP
electronic,One More Time,Daft Punk,ELECTRONIC
electronic,"Harder, Better, Faster, Stronger",Daft Punk,ELECTRONIC
electronic,Paparazzi,Lady Gaga,POP
electronic,I Gotta Feeling,Black Eyed Peas,POP
electronic,Teardrop,Massive Attack,ELECTRONIC
electronic,DARE,Gorillaz,ELECTRONIC
electronic,Midnight City,M83,ELECTRONIC
electronic,TiK ToK,Ke$ha,POP
electronic,Royals,Lorde,POP
electronic,Blinding Lights,The Weeknd,POP
electronic,Intro,The xx,ELECTRONIC
electronic,What You Know,Two Door Cinema Club,POP
electronic,Everything in Its Right Place,Radiohead,ELECTRONIC
seen live,Knights of Cydonia,Muse,ROCK
seen live,Plug In Baby,Muse,ROCK
seen live,I'm Not Okay (I Promise),My Chemical Romance,ROCK
seen live,Feeling Good,Muse,ROCK
seen live,Stockholm Syndrome,Muse,ROCK
seen live,Do Me a Favour,Arctic Monkeys,ROCK
seen live,New Born,Muse,ROCK
seen live,Map of the Problematique,Muse,ROCK
seen live,Borderline,Tame Impala,POP
seen live,"New Person, Same Old Mistakes",Tame Impala,ROCK
seen live,The Bitter End,Placebo,ROCK
seen live,Eventually,Tame Impala,POP
seen live,carDIGan,Taylor Swift,POP
seen live,Washing Machine Heart,Mitski,ROCK
seen live,Anti-Hero,Taylor Swift,POP
seen live,Butterflies and Hurricanes,Muse,ROCK
seen live,Bliss,Muse,ROCK
seen live,Into You,Ariana Grande,POP
seen live,Juicebox,The Strokes,ROCK
seen live,Take a Bow,Muse,ROCK
seen live,Nobody,Mitski,POP
seen live,Invincible,Muse,ROCK
seen live,Lover,Taylor Swift,POP
seen live,Hurt,Nine Inch Nails,ROCK
seen live,Assassin,Muse,ROCK
alternative,Smells Like Teen Spirit,Nirvana,ROCK
alternative,Mr. Brightside,The Killers,ROCK
alternative,Come as You Are,Nirvana,ROCK
alternative,Creep,Radiohead,ROCK
alternative,Feel Good Inc.,Gorillaz,ELECTRONIC
alternative,Yellow,Coldplay,ROCK
alternative,Viva la Vida,Coldplay,ROCK
alternative,Karma Police,Radiohead,ROCK
alternative,Wonderwall,Oasis,ROCK
alternative,Take Me Out,Franz Ferdinand,ROCK
alternative,Californication,Red Hot Chili Peppers,ROCK
alternative,The Scientist,Coldplay,ROCK
alternative,Kids,MGMT,ELECTRONIC
alternative,Seven Nation Army,The White Stripes,ROCK
alternative,Somebody Told Me,The Killers,ROCK
alternative,Chop Suey!,System of a Down,METAL
alternative,Under the Bridge,Red Hot Chili Peppers,ROCK
alternative,Clocks,Coldplay,ROCK
alternative,In the End,Linkin Park,ROCK
alternative,No Surprises,Radiohead,ROCK
alternative,Everlong,Foo Fighters,ROCK
alternative,Sex on Fire,Kings of Leon,ROCK
alternative,Lithium,Nirvana,ROCK
alternative,Fix You,Coldplay,ROCK
alternative,Electric Feel,MGMT,ELECTRONIC
indie,Mr. Brightside,The Killers,ROCK
indie,Creep,Radiohead,ROCK
indie,Feel Good Inc.,Gorillaz,ELECTRONIC
indie,Yellow,Coldplay,ROCK
indie,Viva la Vida,Coldplay,ROCK
indie,Karma Police,Radiohead,ROCK
indie,Wonderwall,Oasis,ROCK
indie,Take Me Out,Franz Ferdinand,ROCK
indie,The Scientist,Coldplay,ROCK
indie,Kids,MGMT,ELECTRONIC
indie,Seven Nation Army,The White Stripes,ROCK
indie,Somebody Told Me,The Killers,ROCK
indie,Clocks,Coldplay,ROCK
indie,No Surprises,Radiohead,ROCK
indie,Sex on Fire,Kings of Leon,ROCK
indie,Fix You,Coldplay,ROCK
indie,Electric Feel,MGMT,ELECTRONIC
indie,Pumped Up Kicks,Foster the People,POP
indie,Supermassive Black Hole,Muse,ROCK
indie,Do I Wanna Know?,Arctic Monkeys,ROCK
indie,Clint Eastwood,Gorillaz,ELECTRONIC
indie,Paranoid Android,Radiohead,ROCK
indie,Chasing Cars,Snow Patrol,ROCK
indie,Somebody That I Used To Know,Gotye,ELECTRONIC
indie,Time to Pretend,MGMT,ELECTRONIC
pop,Feel Good Inc.,Gorillaz,ELECTRONIC
pop,Yellow,Coldplay,ROCK
pop,Viva la Vida,Coldplay,ROCK
pop,Wonderwall,Oasis,ROCK
pop,Poker Face,Lady Gaga,POP
pop,The Scientist,Coldplay,ROCK
pop,Kids,MGMT,ELECTRONIC
pop,Somebody Told Me,The Killers,ROCK
pop,Clocks,Coldplay,ROCK
pop,Fix You,Coldplay,ROCK
pop,Billie Jean,Michael Jackson,POP
pop,Pumped Up Kicks,Foster the People,POP
pop,Rolling in the Deep,Adele,POP
pop,Take on Me,a-ha,POP
pop,Bad Romance,Lady Gaga,POP
pop,I Kissed a Girl,Katy Perry,POP
pop,Heartless,Kanye West,HIP-HOP
pop,Clint Eastwood,Gorillaz,ELECTRONIC
pop,Chasing Cars,Snow Patrol,ROCK
pop,Somebody That I Used To Know,Gotye,ELECTRONIC
pop,Toxic,Britney Spears,POP
pop,Back to Black,Amy Winehouse,JAZZ
pop,Just Dance,Lady Gaga,POP
pop,Losing My Religion,R.E.M.,ROCK
pop,I'm Yours,Jason Mraz,POP
female vocalists,Poker Face,Lady Gaga,POP
female vocalists,Rolling in the Deep,Adele,POP
female vocalists,Bad Romance,Lady Gaga,POP
female vocalists,I Kissed a Girl,Katy Perry,POP
female vocalists,Zombie,The Cranberries,ROCK
female vocalists,Toxic,Britney Spears,POP
female vocalists,Back to Black,Amy Winehouse,JAZZ
female vocalists,Just Dance,Lady Gaga,POP
female vocalists,Misery Business,Paramore,ROCK
female vocalists,Paper Planes,M.I.A.,HIP-HOP
female vocalists,Paparazzi,Lady Gaga,POP
female vocalists,Bring Me to Life,Evanescence,ROCK
female vocalists,Dog Days Are Over,Florence + the Machine,POP
female vocalists,Umbrella,Rihanna,POP
female vocalists,Teardrop,Massive Attack,ELECTRONIC
female vocalists,Rehab,Amy Winehouse,JAZZ
female vocalists,Hot n Cold,Katy Perry,POP
female vocalists,Someone Like You,Adele,POP
female vocalists,Summertime Sadness,Lana Del Rey,POP
female vocalists,TiK ToK,Ke$ha,POP
female vocalists,Don't Stop the Music,Rihanna,POP
female vocalists,Royals,Lorde,POP
female vocalists,Video Games,Lana Del Rey,POP
female vocalists,Halo,Beyoncé,POP
female vocalists,All I Want for Christmas Is You,Mariah Carey,POP
metal,Chop Suey!,System of a Down,METAL
metal,In the End,Linkin Park,ROCK
metal,Numb,Linkin Park,ROCK
metal,Killing in the Name,Rage Against the Machine,ROCK
metal,Welcome to the Jungle,Guns N' Roses,ROCK
metal,Paranoid,Black Sabbath,METAL
metal,Toxicity,System of a Down,METAL
metal,Bring Me to Life,Evanescence,ROCK
metal,Back in Black,AC/DC,ROCK
metal,Enter Sandman,Metallica,METAL
metal,Highway to Hell,AC/DC,ROCK
metal,Paradise City,Guns N' Roses,ROCK
metal,Nothing Else Matters,Metallica,METAL
metal,Faint,Linkin Park,ROCK
metal,Lonely Day,System of a Down,ROCK
metal,I Hate Everything About You,Three Days Grace,ROCK
metal,One Step Closer,Linkin Park,METAL
metal,What I've Done,Linkin Park,ROCK
metal,Aerials,System of a Down,METAL
metal,B.Y.O.B.,System of a Down,METAL
metal,Last Resort,Papa Roach,ROCK
metal,Crawling,Linkin Park,METAL
metal,Ace of Spades,Motörhead,METAL
metal,Freak on a Leash,Korn,METAL
metal,Master of Puppets,Metallica,METAL
alternative rock,Smells Like Teen Spirit,Nirvana,ROCK
alternative rock,Mr. Brightside,The Killers,ROCK
alternative rock,Come as You Are,Nirvana,ROCK
alternative rock,Creep,Radiohead,ROCK
alternative rock,Feel Good Inc.,Gorillaz,ELECTRONIC
alternative rock,Yellow,Coldplay,ROCK
alternative rock,Viva la Vida,Coldplay,ROCK
alternative rock,Karma Police,Radiohead,ROCK
alternative rock,Wonderwall,Oasis,ROCK
alternative rock,Take Me Out,Franz Ferdinand,ROCK
alternative rock,Californication,Red Hot Chili Peppers,ROCK
alternative rock,The Scientist,Coldplay,ROCK
alternative rock,Seven Nation Army,The White Stripes,ROCK
alternative rock,Somebody Told Me,The Killers,ROCK
alternative rock,Chop Suey!,System of a Down,METAL
alternative rock,Under the Bridge,Red Hot Chili Peppers,ROCK
alternative rock,Clocks,Coldplay,ROCK
alternative rock,In the End,Linkin Park,ROCK
alternative rock,No Surprises,Radiohead,ROCK
alternative rock,Everlong,Foo Fighters,ROCK
alternative rock,Sex on Fire,Kings of Leon,ROCK
alternative rock,Lithium,Nirvana,ROCK
alternative rock,Fix You,Coldplay,ROCK
alternative rock,Numb,Linkin Park,ROCK
alternative rock,Scar Tissue,Red Hot Chili Peppers,ROCK
jazz,Back to Black,Amy Winehouse,JAZZ
jazz,Rehab,Amy Winehouse,JAZZ
jazz,You Know I'm No Good,Amy Winehouse,JAZZ
jazz,Tears Dry on Their Own,Amy Winehouse,JAZZ
jazz,Earfquake,"Tyler, the Creator",HIP-HOP
jazz,What A Wonderful World,Louis Armstrong,JAZZ
jazz,Love Is a Losing Game,Amy Winehouse,JAZZ
jazz,Respect,Aretha Franklin,BLUES
jazz,The National Anthem,Radiohead,ROCK
jazz,Put Your Records On,Corinne Bailey Rae,POP
jazz,Don't Know Why,Norah Jones,JAZZ
jazz,Mercy,Duffy,POP
jazz,Feeling Good,Nina Simone,JAZZ
jazz,Hit the Road Jack,Ray Charles,JAZZ
jazz,Super Rich Kids,Frank Ocean,BLUES
jazz,Come Away with Me,Norah Jones,JAZZ
jazz,Wake Up Alone,Amy Winehouse,JAZZ
jazz,He Can Only Hold Her,Amy Winehouse,JAZZ
jazz,My Way,Frank Sinatra,JAZZ
jazz,Just Friends,Amy Winehouse,JAZZ
jazz,Some Unholy War,Amy Winehouse,JAZZ
jazz,At Last,Etta James,JAZZ
jazz,you should see me in a crown,Billie Eilish,POP
jazz,To Build a Home,The Cinematic Orchestra,JAZZ
jazz,Sunrise,Norah Jones,JAZZ
classic rock,Sweet Child o' Mine,Guns N' Roses,ROCK
classic rock,Bohemian Rhapsody,Queen,ROCK
classic rock,Losing My Religion,R.E.M.,ROCK
classic rock,Welcome to the Jungle,Guns N' Roses,ROCK
classic rock,Paranoid,Black Sabbath,METAL
classic rock,Don't Stop Believin',Journey,ROCK
classic rock,Back in Black,AC/DC,ROCK
classic rock,Every Breath You Take,The Police,ROCK
classic rock,Wish You Were Here,Pink Floyd,ROCK
classic rock,Highway to Hell,AC/DC,ROCK
classic rock,Africa,Toto,ROCK
classic rock,Dream On,Aerosmith,ROCK
classic rock,Fortunate Son,Creedence Clearwater Revival,ROCK
classic rock,Paradise City,Guns N' Roses,ROCK
classic rock,Livin' on a Prayer,Bon Jovi,ROCK
classic rock,Sultans of Swing,Dire Straits,ROCK
classic rock,Sweet Home Alabama,Lynyrd Skynyrd,ROCK
classic rock,Hurt,Johnny Cash,COUNTRY
classic rock,Paint It Black,The Rolling Stones,ROCK
classic rock,Stairway to Heaven,Led Zeppelin,ROCK
classic rock,Break on Through (to the Other Side),The Doors,ROCK
classic rock,All Along the Watchtower,Jimi Hendrix,ROCK
classic rock,Eye of the Tiger,Survivor,ROCK
classic rock,People Are Strange,The Doors,ROCK
classic rock,Gimme Shelter,The Rolling Stones,ROCK
ambient,Teardrop,Massive Attack,ELECTRONIC
ambient,Everything in Its Right Place,Radiohead,ELECTRONIC
ambient,Nude,Radiohead,ROCK
ambient,House of Cards,Radiohead,ROCK
ambient,How to Disappear Completely,Radiohead,ROCK
ambient,See You Again (feat. Kali Uchis),"Tyler, the Creator",HIP-HOP
ambient,Angel,Massive Attack,ELECTRONIC
ambient,Porcelain,Moby,ELECTRONIC
ambient,Die For You,The Weeknd,POP
ambient,Kid A,Radiohead,ELECTRONIC
ambient,when the party's over,Billie Eilish,POP
ambient,Hoppípolla,Sigur Rós,ROCK
ambient,Hide And Seek,Imogen Heap,ELECTRONIC
ambient,Treefingers,Radiohead,ELECTRONIC
ambient,In the Waiting Line,Zero 7,ELECTRONIC
ambient,Happier Than Ever,Billie Eilish,ROCK
ambient,Avril 14th,Aphex Twin,ELECTRONIC
ambient,Motion Picture Soundtrack,Radiohead,ELECTRONIC
ambient,In Limbo,Radiohead,ROCK
ambient,Natural Blues,Moby,ELECTRONIC
ambient,Sexy Boy,Air,ELECTRONIC
ambient,Why Does My Heart Feel So Bad?,Moby,ELECTRONIC
ambient,All I Need,Air,ELECTRONIC
ambient,Ocean Eyes,Billie Eilish,POP
ambient,Nightvision,Daft Punk,ELECTRONIC
experimental,Paranoid Android,Radiohead,ROCK
experimental,Exit Music (for a Film),Radiohead,ROCK
experimental,Everything in Its Right Place,Radiohead,ELECTRONIC
experimental,All I Need,Radiohead,ROCK
experimental,Jigsaw Falling Into Place,Radiohead,ROCK
experimental,Airbag,Radiohead,ROCK
experimental,15 Step,Radiohead,ROCK
experimental,Nude,Radiohead,ROCK
experimental,Reckoner,Radiohead,ROCK
experimental,Bodysnatchers,Radiohead,ROCK
experimental,Subterranean Homesick Alien,Radiohead,ROCK
experimental,House of Cards,Radiohead,ROCK
experimental,Pink + White,Frank Ocean,POP
experimental,How to Disappear Completely,Radiohead,ROCK
experimental,Idioteque,Radiohead,ELECTRONIC
experimental,See You Again (feat. Kali Uchis),"Tyler, the Creator",HIP-HOP
experimental,Earfquake,"Tyler, the Creator",HIP-HOP
experimental,Oblivion,Grimes,POP
experimental,Faust Arp,Radiohead,ROCK
experimental,Climbing Up the Walls,Radiohead,ROCK
experimental,Videotape,Radiohead,ROCK
experimental,Electioneering,Radiohead,ROCK
experimental,My Iron Lung,Radiohead,ROCK
experimental,The National Anthem,Radiohead,ROCK
experimental,Black Skinhead,Kanye West,HIP-HOP
folk,Skinny Love,Bon Iver,FOLK
folk,Hurt,Johnny Cash,COUNTRY
folk,Little Talks,Of Monsters and Men,FOLK
folk,Riptide,Vance Joy,FOLK
folk,Little Lion Man,Mumford & Sons,FOLK
folk,Ho Hey,The Lumineers,FOLK
folk,Like a Rolling Stone,Bob Dylan,FOLK
folk,Heartbeats,José González,FOLK
folk,Hallelujah,Jeff Buckley,ROCK
folk,The Sound of Silence,Simon & Garfunkel,FOLK
folk,The Cave,Mumford & Sons,FOLK
folk,Home,Edward Sharpe & The Magnetic Zeros,FOLK
folk,Brown Eyed Girl,Van Morrison,ROCK
folk,Let Her Go,Passenger,FOLK
folk,White Winter Hymnal,Fleet Foxes,FOLK
folk,Flume,Bon Iver,FOLK
folk,Banana Pancakes,Jack Johnson,POP
folk,For What It's Worth,Buffalo Springfield,ROCK
folk,Ring of Fire,Johnny Cash,COUNTRY
folk,In the Aeroplane Over the Sea,Neutral Milk Hotel,FOLK
folk,Holocene,Bon Iver,FOLK
folk,First Day of My Life,Bright Eyes,FOLK
folk,Two Weeks,Grizzly Bear,ROCK
folk,California Dreamin',The Mamas & the Papas,ROCK
folk,The A Team,Ed Sheeran,POP
indie rock,Mr. Brightside,The Killers,ROCK
indie rock,Creep,Radiohead,ROCK
indie rock,Karma Police,Radiohead,ROCK
indie rock,Take Me Out,Franz Ferdinand,ROCK
indie rock,Seven Nation Army,The White Stripes,ROCK
indie rock,Somebody Told Me,The Killers,ROCK
indie rock,No Surprises,Radiohead,ROCK
indie rock,Sex on Fire,Kings of Leon,ROCK
indie rock,Pumped Up Kicks,Foster the People,POP
indie rock,Supermassive Black Hole,Muse,ROCK
indie rock,Do I Wanna Know?,Arctic Monkeys,ROCK
indie rock,Paranoid Android,Radiohead,ROCK
indie rock,Chasing Cars,Snow Patrol,ROCK
indie rock,Time to Pretend,MGMT,ELECTRONIC
indie rock,When You Were Young,The Killers,ROCK
indie rock,Reptilia,The Strokes,ROCK
indie rock,Use Somebody,Kings of Leon,ROCK
indie rock,Song 2,Blur,ROCK
indie rock,I Bet You Look Good on the Dancefloor,Arctic Monkeys,ROCK
indie rock,505,Arctic Monkeys,ROCK
indie rock,Fluorescent Adolescent,Arctic Monkeys,ROCK
indie rock,Starlight,Muse,ROCK
indie rock,Sweater Weather,The Neighbourhood,ROCK
indie rock,High and Dry,Radiohead,ROCK
indie rock,Where Is My Mind?,Pixies,ROCK
punk,All the Small Things,blink-182,ROCK
punk,Misery Business,Paramore,ROCK
punk,Basket Case,Green Day,ROCK
punk,Boulevard of Broken Dreams,Green Day,ROCK
punk,American Idiot,Green Day,ROCK
punk,I MISS YOU,blink-182,ROCK
punk,I Write Sins Not Tragedies,Panic! at the Disco,ROCK
punk,Wake Me Up When September Ends,Green Day,ROCK
punk,The Middle,Jimmy Eat World,ROCK
punk,Teenagers,My Chemical Romance,ROCK
punk,Welcome to the Black Parade,My Chemical Romance,ROCK
punk,The Kids Aren't Alright,The Offspring,ROCK
punk,What's My Age Again?,blink-182,ROCK
punk,Complicated,Avril Lavigne,POP
punk,Good Riddance (Time of Your Life),Green Day,ROCK
punk,"Dance, Dance",Fall Out Boy,ROCK
punk,When I Come Around,Green Day,ROCK
punk,Santeria,Sublime,REGGAE
punk,Thnks fr th Mmrs,Fall Out Boy,ROCK
punk,Holiday,Green Day,ROCK
punk,Helena,My Chemical Romance,ROCK
punk,Pretty Fly (For a White Guy),The Offspring,ROCK
punk,Here Comes Your Man,Pixies,ROCK
punk,Self Esteem,The Offspring,ROCK
punk,good 4 u,Olivia Rodrigo,POP
Hip-Hop,Feel Good Inc.,Gorillaz,ELECTRONIC
Hip-Hop,Stronger,Kanye West,HIP-HOP
Hip-Hop,Heartless,Kanye West,HIP-HOP
Hip-Hop,Clint Eastwood,Gorillaz,ELECTRONIC
Hip-Hop,Paper Planes,M.I.A.,HIP-HOP
Hip-Hop,Umbrella,Rihanna,POP
Hip-Hop,I Gotta Feeling,Black Eyed Peas,POP
Hip-Hop,Hey Ya!,OutKast,HIP-HOP
Hip-Hop,Crazy,Gnarls Barkley,HIP-HOP
Hip-Hop,In Da Club,50 Cent,HIP-HOP
Hip-Hop,DARE,Gorillaz,ELECTRONIC
Hip-Hop,Ms. Jackson,OutKast,HIP-HOP
Hip-Hop,Without Me,Eminem,HIP-HOP
Hip-Hop,The Real Slim Shady,Eminem,HIP-HOP
Hip-Hop,Best I Ever Had,Drake,HIP-HOP
Hip-Hop,It Was A Good Day,Ice Cube,HIP-HOP
Hip-Hop,Still D.R.E.,Dr. Dre,HIP-HOP
Hip-Hop,All of the Lights,Kanye West,HIP-HOP
Hip-Hop,Lollipop,Lil' Wayne,HIP-HOP
Hip-Hop,Thinkin Bout You,Frank Ocean,R&B
Hip-Hop,Gangsta's Paradise,Coolio,HIP-HOP
Hip-Hop,Power,Kanye West,HIP-HOP
Hip-Hop,Promiscuous,Nelly Furtado,POP
Hip-Hop,Gold Digger,Kanye West,HIP-HOP
Hip-Hop,Hollaback Girl,Gwen Stefani,POP
hard rock,Chop Suey!,System of a Down,METAL
hard rock,Everlong,Foo Fighters,ROCK
hard rock,Sweet Child o' Mine,Guns N' Roses,ROCK
hard rock,Bohemian Rhapsody,Queen,ROCK
hard rock,Killing in the Name,Rage Against the Machine,ROCK
hard rock,Welcome to the Jungle,Guns N' Roses,ROCK
hard rock,Paranoid,Black Sabbath,METAL
hard rock,Toxicity,System of a Down,METAL
hard rock,The Pretender,Foo Fighters,ROCK
hard rock,Back in Black,AC/DC,ROCK
hard rock,Enter Sandman,Metallica,METAL
hard rock,Highway to Hell,AC/DC,ROCK
hard rock,Dream On,Aerosmith,ROCK
hard rock,Paradise City,Guns N' Roses,ROCK
hard rock,No One Knows,Queens of the Stone Age,ROCK
hard rock,Nothing Else Matters,Metallica,METAL
hard rock,Livin' on a Prayer,Bon Jovi,ROCK
hard rock,Best of You,Foo Fighters,ROCK
hard rock,Stairway to Heaven,Led Zeppelin,ROCK
hard rock,Faint,Linkin Park,ROCK
hard rock,Lonely Day,System of a Down,ROCK
hard rock,Learn to Fly,Foo Fighters,ROCK
hard rock,I Hate Everything About You,Three Days Grace,ROCK
hard rock,One Step Closer,Linkin Park,METAL
hard rock,Kryptonite,3 Doors Down,ROCK
black metal,See You Again (feat. Kali Uchis),"Tyler, the Creator",HIP-HOP
black metal,Borderline,Tame Impala,POP
black metal,you should see me in a crown,Billie Eilish,POP
black metal,What Do You Mean?,Justin Bieber,POP
black metal,Lush Life,Zara Larsson,POP
black metal,I Know the End,Phoebe Bridgers,ROCK
black metal,Run,Joji,ROCK
black metal,Blow Your Mind (Mwah),Dua Lipa,POP
black metal,Ginseng Strip 2002,Yung Lean,HIP-HOP
black metal,Black Swan,BTS,POP
black metal,This Town,Niall Horan,FOLK
black metal,ON,BTS,POP
black metal,Bad At Love,Halsey,POP
black metal,Hold On,Justin Bieber,POP
black metal,Savage Remix (feat. Beyoncé),Megan Thee Stallion,HIP-HOP
black metal,Hotter Than Hell,Dua Lipa,POP
black metal,Swish Swish,Katy Perry,POP
black metal,Now or Never,Halsey,POP
black metal,Lonely (with benny blanco),Justin Bieber,POP
black metal,Yummy,Justin Bieber,METAL
black metal,Anyone,Justin Bieber,METAL
black metal,No Sl33p,Playboi Carti,ROCK
black metal,Betrayed,Lil Xan,HIP-HOP
black metal,Intentions (feat. Quavo),Justin Bieber,HIP-HOP
black metal,bOn aPpétIT,Katy Perry,POP
instrumental,Intro,The xx,ELECTRONIC
instrumental,The Great Gig in the Sky,Pink Floyd,ROCK
instrumental,On the Run,Pink Floyd,ROCK
instrumental,Treefingers,Radiohead,ELECTRONIC
instrumental,Life in Technicolor,Coldplay,ROCK
instrumental,Any Colour You Like,Pink Floyd,ROCK
instrumental,Avril 14th,Aphex Twin,ELECTRONIC
instrumental,Veridis Quo,Daft Punk,ELECTRONIC
instrumental,Voyager,Daft Punk,ELECTRONIC
instrumental,Nightvision,Daft Punk,ELECTRONIC
instrumental,La femme d'argent,Air,ELECTRONIC
instrumental,All of the Lights (Interlude),Kanye West,HIP-HOP
instrumental,Blue in Green,Miles Davis,JAZZ
instrumental,Your Hand in Mine,Explosions in the Sky,ROCK
instrumental,Session,Linkin Park,METAL
instrumental,Alone in Kyoto,Air,ELECTRONIC
instrumental,Short Circuit,Daft Punk,ELECTRONIC
instrumental,Interlude,Muse,ROCK
instrumental,Igor's Theme,"Tyler, the Creator",HIP-HOP
instrumental,Hunting Bears,Radiohead,ROCK
instrumental,Clair de lune,Claude Debussy,CLASSICAL
instrumental,Speak to Me,Pink Floyd,ROCK
instrumental,Cure for the Itch,Linkin Park,METAL
instrumental,"Comptine d'un autre été, L'Après-midi",Yann Tiersen,CLASSICAL
instrumental,Ghostwriter,RJD2,ELECTRONIC
singer-songwriter,Back to Black,Amy Winehouse,JAZZ
singer-songwriter,I'm Yours,Jason Mraz,POP
singer-songwriter,Rehab,Amy Winehouse,JAZZ
singer-songwriter,Skinny Love,Bon Iver,FOLK
singer-songwriter,Hurt,Johnny Cash,COUNTRY
singer-songwriter,Loser,Beck,ROCK
singer-songwriter,Riptide,Vance Joy,FOLK
singer-songwriter,Like a Rolling Stone,Bob Dylan,FOLK
singer-songwriter,Chasing Pavements,Adele,POP
singer-songwriter,Tears Dry on Their Own,Amy Winehouse,JAZZ
singer-songwriter,Better Together,Jack Johnson,POP
singer-songwriter,Heartbeats,José González,FOLK
singer-songwriter,Running Up That Hill (A Deal With God),Kate Bush,POP
singer-songwriter,Hallelujah,Jeff Buckley,ROCK
singer-songwriter,The Sound of Silence,Simon & Garfunkel,FOLK
singer-songwriter,Brown Eyed Girl,Van Morrison,ROCK
singer-songwriter,Let Her Go,Passenger,FOLK
singer-songwriter,You're Beautiful,James Blunt,POP
singer-songwriter,Your Song,Elton John,POP
singer-songwriter,Flume,Bon Iver,FOLK
singer-songwriter,Love Is a Losing Game,Amy Winehouse,JAZZ
singer-songwriter,Make You Feel My Love,Adele,POP
singer-songwriter,Tiny Dancer,Elton John,ROCK
singer-songwriter,Banana Pancakes,Jack Johnson,POP
singer-songwriter,Walk on the Wild Side,Lou Reed,ROCK
dance,Feel Good Inc.,Gorillaz,ELECTRONIC
dance,Poker Face,Lady Gaga,POP
dance,Kids,MGMT,ELECTRONIC
dance,Stronger,Kanye West,HIP-HOP
dance,Billie Jean,Michael Jackson,POP
dance,Electric Feel,MGMT,ELECTRONIC
dance,Bad Romance,Lady Gaga,POP
dance,I Kissed a Girl,Katy Perry,POP
dance,Toxic,Britney Spears,POP
dance,Just Dance,Lady Gaga,POP
dance,Paper Planes,M.I.A.,HIP-HOP
dance,One More Time,Daft Punk,ELECTRONIC
dance,"Harder, Better, Faster, Stronger",Daft Punk,ELECTRONIC
dance,Paparazzi,Lady Gaga,POP
dance,Umbrella,Rihanna,POP
dance,I Gotta Feeling,Black Eyed Peas,POP
dance,Hey Ya!,OutKast,HIP-HOP
dance,Crazy,Gnarls Barkley,HIP-HOP
dance,Hot n Cold,Katy Perry,POP
dance,In Da Club,50 Cent,HIP-HOP
dance,DARE,Gorillaz,ELECTRONIC
dance,Beat It,Michael Jackson,POP
dance,Dancing Queen,ABBA,POP
dance,Thriller,Michael Jackson,POP
dance,TiK ToK,Ke$ha,POP
80s,Billie Jean,Michael Jackson,POP
80s,Sweet Child o' Mine,Guns N' Roses,ROCK
80s,Take on Me,a-ha,POP
80s,Bohemian Rhapsody,Queen,ROCK
80s,Welcome to the Jungle,Guns N' Roses,ROCK
80s,Don't Stop Believin',Journey,ROCK
80s,Where Is My Mind?,Pixies,ROCK
80s,Back in Black,AC/DC,ROCK
80s,Friday I'm in Love,The Cure,ROCK
80s,Everybody Wants to Rule the World,Tears for Fears,POP
80s,Every Breath You Take,The Police,ROCK
80s,Beat It,Michael Jackson,POP
80s,Boys Don't Cry,The Cure,ROCK
80s,Just Like Heaven,The Cure,ROCK
80s,Africa,Toto,ROCK
80s,Thriller,Michael Jackson,POP
80s,Paradise City,Guns N' Roses,ROCK
80s,Livin' on a Prayer,Bon Jovi,ROCK
80s,Sultans of Swing,Dire Straits,ROCK
80s,Love Will Tear Us Apart,Joy Division,ROCK
80s,Eye of the Tiger,Survivor,ROCK
80s,Enjoy the Silence,Depeche Mode,ELECTRONIC
80s,November Rain,Guns N' Roses,ROCK
80s,Tainted Love,Soft Cell,POP
80s,Last Christmas,Wham!,POP
Progressive rock,Supermassive Black Hole,Muse,ROCK
